brand,title,start_time,distance,volumn,gear,tag,price
马自达, 睿翼轿跑 2011款 轿跑 2.0L 自动精英版-正规车行手续齐全看车可优惠,2011年,6.8万公里,2.0升,自动,放心购_低配_会员2年,5.7
江铃, 经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A-好车多有质保包提档过户欢迎试驾,2012年,8万公里,2.8升,手动,放心购_会员1年_可分期付,4.68
日产, 骐达 2007款 1.6 自动时尚型-私家一手车发变巅峰,2007年,11万公里,1.6升,自动,放心购_会员1年,2.5
现代, 名图 2014款 1.8L 自动尊贵型DLX-首付低 利率低 提车快,2016年,4.32万公里,1.8升,自动,放心购_会员1年,10.53
比亚迪, G5 2014款 1.5TID 自动尊贵型-首付低 利率低 提车快,2015年,7.32万公里,1.5升,自动,放心购_会员1年,5.39
丰田, 威驰 2014款 1.5L 自动智臻版-首付低 利率低 提车快,2015年,8.03万公里,1.5升,自动,放心购_会员1年,6.32
日产, 骊威 2015款 1.6XE 手动舒适版-首付低 利率低 提车快,2016年,2.24万公里,1.6升,手动,放心购_低配,5.93
奔驰, C级 2008款 C 200K 时尚型-美女一手车全程4s店保养,2008年,10万公里,1.8升,自动,放心购_会员1年_可分期付,7.68
大众, 途观 2016款 300TSI 自动两驱风尚版-首付低 利率低 提车快,2016年,3.89万公里,1.8升,自动,放心购_会员1年,13.91
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
大众, 帕萨特领驭 2006款 1.8T 自动 舒适型VIP,2006年,12万公里,1.8升,自动,放心购_会员3年,2
福特, 翼虎 2013款 1.6L GTDi 两驱风尚型-首付低 利率低 提车快,2013年,5.38万公里,1.6升,自动,放心购_会员1年,10.78
凯迪拉克, ATS 2012款 2.0T 自动-精品私家一手车,2014年,5万公里,2.0升,自动,放心购_会员1年_可分期付,12.88
日产, 骊威 2008款 劲锐 1.6L 手动智能版-首付低 利率低 提车快,2009年,9.49万公里,1.6升,手动,放心购_会员1年,4.79
起亚, K3 2013款 1.6L 手动GLS-首付低 利率低 提车快,2014年,6.32万公里,1.6升,手动,放心购_会员1年,5.98
福特, 翼虎 2018款 EcoBoost 180 两驱豪翼型-首付低 利率低 提车快,2018年,2.96万公里,1.5升,自动,放心购_会员1年,13.59
江淮, 瑞风 2009款 2.0 手动 68座-精品商务车,2009年,10万公里,2.0升,手动,放心购_会员1年,1.88
大众, 迈腾 2009款 1.8TSI DSG豪华型-首付低 利率低 提车快,2010年,10.81万公里,1.8升,自动,放心购_会员1年,6.42
陆风, X7 2018款 劲越 1.5T 全景尊享型-首付低 利率低 提车快,2018年,1.39万公里,1.5升,自动,放心购_低配,10.11
MINI, CLUBMAN 2011款 1.6L ONE-首付低 利率低 提车快,2012年,7.77万公里,1.6升,自动,放心购_低配_会员1年,10.19
精灵smart, fortwo 2015款 1.0 自动 后驱硬顶灵动版-首付低 利率低 提车快,2017年,2.88万公里,1.0升,自动,放心购_低配,8.33
哈弗, H5 2013款 智尊版 2.0T手动两驱进取型-首付低 利率低 提车快,2014年,8.11万公里,2.0升,手动,放心购_会员1年,5.29
日产, 骐达 2007款 1.6 自动 GE智能型,2007年,11万公里,1.6升,自动,放心购_会员3年,2.75
大众, 帕萨特 2003款 1.8T 手自一体 舒适天窗版-私家一手车,2003年,9万公里,1.8升,自动,放心购_会员1年,1
本田, 凌派 2016款 1.8L CVT豪华版-首付低 利率低 提车快,2017年,2.01万公里,1.8升,自动,放心购_会员1年,10.13
奥迪," A6L 2009款 2.0 TFSI 自动标准型-上海看车,精品车况,价格可议",2008年,15.99万公里,2.0升,自动,放心购_会员1年_可分期付,7.8
奥迪, A3 2014款 Limousine 35 TFSI 自动舒适型-首付低 利率低 提车快,2015年,5.51万公里,1.4升,自动,放心购_会员1年,14.03
马自达, 6 2013款 2.0L 自动时尚型-上海精品私家车,2014年,5万公里,2.0升,自动,放心购_会员1年,6.9
奇瑞, 瑞虎 2015款 瑞虎3 1.6 手动 智尚周年运动版-首付低 利率低 提车快,2015年,3.79万公里,1.6升,手动,放心购_会员1年,4.98
大众, 迈腾 2013款 1.8TSI 豪华型-车况精品无事故,2013年,5.3万公里,1.8升,自动,放心购_会员1年,10.9
别克, GL8 2008款 陆尊XT 3.0 自动 导航版-正规私家精品一手车,2008年,9万公里,3.0升,自动,放心购_会员1年_可分期付,4.88
启辰, T90 2017款 T90 2.0L CVT智尚版-首付低 利率低 提车快,2018年,1.4万公里,2.0升,自动,放心购_会员1年,10.76
宝马, 5系 2008款 523Li 标准型-私家一手车可外迁全国,2008年,10万公里,2.5升,自动,放心购_低配_会员2年,6.65
奔腾, B50 2013款 1.6 手动 豪华型-首付低 利率低 提车快,2016年,2.06万公里,1.6升,手动,放心购_会员1年,5.92
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
宝马, 3系 2015款 320Li 时尚型-价格可谈可以分期车况好,2015年,5.5万公里,2.0升,自动,放心购_会员1年,18.5
别克, 君威 2012款 2.0T GS超级运动版-车况精品无事故,2012年,7.3万公里,2.0升,自动,放心购_高配_会员1年,7.65
吉普, 广汽自由光 2016款 2.4 领先版-首付低 利率低 提车快,2016年,3.39万公里,2.4升,自动,放心购_低配,15.61
大众, 迈腾 2011款 1.8TSI DSG舒适型-首付低 利率低 提车快,2011年,8.72万公里,1.8升,自动,放心购_会员1年,7.15
福特, 蒙迪欧 2017款 EcoBoost 180 时尚型-首付低 利率低 提车快,2017年,4.84万公里,1.5升,自动,放心购_会员1年,14.03
别克, 凯越 2004款 LE 1.6 自动 天窗豪华版-私家精品一手车,2004年,8.5万公里,1.6升,自动,放心购_会员1年,0.88
荣威," e950 2016款 1.4T 豪华版,免税-买车要上海社保 全国可以提档",2016年,4.2万公里,1.4升,自动,放心购_低配_会员1年,13
马自达, 6 2003款 2.3 手自一体,2003年,13万公里,2.3升,自动,放心购_低配_会员3年,1.5
别克, 凯越 2015款 1.5L 自动尊享型-首付低 利率低 提车快,2016年,4.31万公里,1.5升,自动,放心购_高配,5.86
福特, 蒙迪欧 2013款 2.0L GTDi200时尚型-首付低 利率低 提车快,2013年,7.21万公里,2.0升,自动,放心购_会员1年,10.64
大众, 帕萨特领驭 2007款 1.8T 自动豪华型-2007款帕萨特领驭 1.8T,2008年,12.18万公里,1.8升,自动,放心购_会员1年_可分期付,2.8
福特, 福克斯两厢 2017款 两厢 1.6L 手动舒适型智行版-首付低 利率低 提车快,2016年,5.22万公里,1.6升,手动,放心购_低配,6.45
江铃, 特顺 2017款 特顺 2.4L商务型长轴高顶14/15座4G69S4N-6座精品国五全国可提档,2017年,2万公里,2.4升,手动,放心购_会员3年_可分期付,12
大众, 途观 2013款 2.0TSI 自动四驱旗舰版,2013年,7万公里,2.0升,自动,放心购_高配,11.66
丰田, 威驰 2014款 1.5L 自动智臻版-首付低 利率低 提车快,2014年,4.19万公里,1.5升,自动,放心购_会员1年,7.06
本田, 雅阁 2004款 2.4L,2004年,13.7万公里,2.4升,自动,放心购_会员1年,1.85
大众, 朗逸 2008款 1.6L 自动品雅版-上海最大二手车批发商进店看更多,2008年,9万公里,1.6升,自动,放心购_会员1年,2.45
马自达, 睿翼轿跑 2011款 轿跑 2.0L 自动精英版-正规私家车 手续齐全,2012年,6万公里,2.0升,自动,放心购_高配_会员4年,6.88
本田, 雅阁 2011款 2.0L EX-首付低 利率低 提车快,2012年,8.68万公里,2.0升,自动,放心购_会员1年,8.84
日产, 骐达 2006款 1.6GE AT,2006年,12万公里,1.6升,自动,放心购_会员1年_可分期付,2.2
日产, 天籁 2004款 230JK-看中微聊 勿来电,2005年,13.5万公里,2.3升,自动,放心购_低配_会员1年,1.8
奥迪, A4L 2011款 2.0 TFSI 豪华型-保证无重大事故无泡水送一年质保,2012年,6.55万公里,2.0升,自动,放心购_会员1年,9.55
江铃, 经典全顺 2009款 2.8T 手动 柴油豪华型短轴中顶JX493ZLQ3-车况精品,2011年,8万公里,2.8升,手动,放心购_会员2年_可分期付,4.46
奥迪, A4L 2013款 35 TFSI 自动标准型-首付低 利率低 提车快,2013年,7.48万公里,2.0升,自动,放心购_会员1年,15.47
奥迪, A4L 2010款 2.0 TFSI 豪华型-上海精品私家车,2011年,6.5万公里,2.0升,自动,放心购_会员1年,10.38
哈弗, H6 2015款 运动版 1.5T 自动两驱豪华型-首付低 利率低 提车快,2016年,3.13万公里,1.5升,自动,放心购_会员1年_好评率85.0%,9.21
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
荣威," e950 2016款 1.4T 豪华版,免税-【上海社保近期要满一年可以买】",2016年,4.6万公里,1.4升,自动,放心购_低配_会员1年,13
铃木, 雨燕 2014款 1.5L 自动时尚型-首付低 利率低 提车快,2015年,4.21万公里,1.5升,自动,放心购_高配,5.33
哈弗, H7 2017款 蓝标H7L 2.0T 自动尊贵型-首付低 利率低 提车快,2018年,2.58万公里,2.0升,自动,放心购_高配,14.29
江铃," 经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3-车况精品,支持分期现场试驾",2011年,7.4万公里,2.8升,手动,放心购_会员1年,3.95
大众, CrossPOLO 2012款 1.6L Cross POLO AT-首付低 利率低 提车快,2013年,5.9万公里,1.6升,自动,放心购_高配,6.36
荣威, ei6 2017款 45T 混动互联智享版-急售价格可谈,2017年,2万公里,1.0升,自动,放心购_低配_会员2年,10.98
奔驰, C级 2010款 C 200 CGI 时尚型-上海精品二手车包过户,2011年,7.5万公里,1.8升,自动,放心购_会员1年_可分期付,10.56
江铃," 经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3-精品车况,包办手续,有质保",2013年,7.1万公里,2.8升,手动,放心购_会员1年_可分期付,5.1
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
斯柯达, 昕锐 2016款 1.6L 自动创行版-首付低 利率低 提车快,2016年,7.48万公里,1.6升,自动,放心购_会员1年,6.33
大众, 朗逸 2013款 改款经典 1.6L 自动风尚版-首付低 利率低 提车快,2014年,5.09万公里,1.6升,自动,放心购_会员1年,6.98
大众, 速腾 2012款 1.6L 自动舒适型-首付低 利率低 提车快,2013年,8.92万公里,1.6升,自动,放心购_会员1年,7.99
本田, CRV 2013款 2.0L 两驱经典版-首付低 利率低 提车快,2014年,5.51万公里,2.0升,自动,放心购_会员1年,13.38
江铃," 经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3-现车多,有质保,包提档过户",2011年,8.7万公里,2.8升,手动,放心购_会员1年_可分期付,3.65
起亚, K3 2016款 1.6L 自动GLS-首付低 利率低 提车快,2016年,7.6万公里,1.6升,自动,放心购_会员1年,7.46
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
长安, CX70 2017款 CX70T 1.5T 手动豪擎版-首付低 利率低 提车快,2017年,3.29万公里,1.5升,手动,放心购_低配,7.25
宝骏, 560 2016款 1.8L 手动超值型-首付低 利率低 提车快,2017年,2.37万公里,1.8升,手动,放心购_低配,5.39
别克, 英朗XT 2012款 XT 1.6L 手动进取版-首付低 利率低 提车快,2013年,6.77万公里,1.6升,手动,放心购_会员1年,6.47
大众, 新宝来 2016款 1.6L 自动时尚型-首付低 利率低 提车快,2016年,6.18万公里,1.6升,自动,放心购_会员1年,8.11
别克," GL8 2013款 2.4L LT豪华商务行政版-欢迎点击店铺,查看更多优惠车源",2013年,7.8万公里,2.4升,自动,放心购_会员1年,13.5
别克, GL8 2007款 陆尊LT 3.0 自动 豪华版-大量别克商务批发,2007年,13万公里,3.0升,自动,放心购_高配_会员1年,2.9
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
依维柯, 得意 2009款 2.8T 手动 V35基本型-致富好帮手 全顺来帮忙,2011年,9.1万公里,2.8升,手动,放心购_低配_会员1年,3.36
别克, 君威 2012款 2.0T GS超级运动版-价格可谈可以分期车况好,2012年,5.5万公里,2.0升,自动,放心购_高配_会员1年,7.8
大众, 帕萨特 2011款 2.0TSI DSG御尊版-首付低 利率低 提车快,2011年,7.86万公里,2.0升,自动,放心购_会员1年_好评率85.0%,10.19
别克, 凯越 2015款 1.5L 自动经典型-首付低 利率低 提车快,2015年,2.92万公里,1.5升,自动,放心购_会员1年,5.7
依维柯, 2009款 手动 2.8T V39 6座 柴油-好车多有质保包提档过户欢迎试驾,2012年,9万公里,2.8升,手动,放心购_低配_会员1年,4.2
起亚, K5 2012款 2.0L 自动GL,2012年,7万公里,2.0升,自动,放心购_会员6年,7.28
现代, 新胜达 2013款 2.4L 自动四驱智能型-首付低 利率低 提车快,2014年,6.32万公里,2.4升,自动,放心购_会员1年,13.04
现代, 圣达菲 2003款 2.7 手自一体 四驱-沪牌一手 实数里程,2005年,6.5万公里,2.7升,自动,放心购_高配_会员4年,3.88
广汽, 传祺GS4 2017款 GS4 235T 自动 两驱豪华智联版-首付低 利率低 提车快,2017年,2.31万公里,1.5升,自动,放心购_会员1年,9.59
日产, 天籁 2006款 230JKS舒适天窗-上海大牌一手车精品车况买车微聊,2006年,13万公里,2.3升,自动,放心购_会员1年,2.28
别克," GL8 2011款 2.4L CT舒适版-欢迎点击店铺,查看更多优惠车源",2013年,7.8万公里,2.4升,自动,放心购_低配_会员1年,8.5
江铃, 经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A-需要的联系我 现车多多,2010年,9.3万公里,2.8升,手动,放心购_会员1年,3.19
别克, 君威 2010款 2.4L 旗舰版-价格可谈可以分期车况好,2010年,5.5万公里,2.4升,自动,放心购_会员1年,5.3
本田, 雅阁 2013款 2.0L PE-首付低 利率低 提车快,2013年,11.41万公里,2.0升,自动,放心购_会员1年,11.96
大众, 高尔夫 2014款 1.4TSI 自动豪华型-首付低 利率低 提车快,2014年,14.01万公里,1.4升,自动,放心购_会员1年,9.2
本田, 思域 2012款 1.8L 自动豪华版-首付低 利率低 提车快,2012年,6.63万公里,1.8升,自动,放心购_会员1年,7.06
宝马, 5系 2008款 530Li 领先型-上海乐斌精品二手车批发,2008年,12万公里,3.0升,自动,放心购_会员1年_可分期付,7.6
别克, 君越 2011款 2.4L SIDI豪雅版-保证无重大事故无泡水送一年质保,2011年,7.16万公里,2.4升,自动,放心购_会员1年,5.68
宝骏, 560 2016款 1.8 AMT 智能豪华型-首付低 利率低 提车快,2016年,3.78万公里,1.8升,自动,放心购_会员1年,6.27
吉利, 远景SUV 2018款 1.4T CVT 4G互联旗舰型-首付低 利率低 提车快,2018年,0.42万公里,1.4升,自动,放心购_会员1年,8.94
现代, 朗动 2012款 1.6L 自动时尚型-首付低 利率低 提车快,2013年,11.63万公里,1.6升,自动,放心购_会员1年,6.37
丰田, 卡罗拉 2017款 改款 1.2T CVT GLi-首付低 利率低 提车快,2017年,1.36万公里,1.2升,自动,放心购_会员1年,10.74
大众, CC 2012款 2.0TSI 尊贵型-上海精品二手车包过户,2013年,6.5万公里,2.0升,自动,放心购_会员1年,11.38
丰田, YARiS L 致炫 2015款 1.5E 自动魅动版-首付低 利率低 提车快,2016年,2.94万公里,1.5升,自动,放心购_低配,6.47
起亚, K4 2014款 1.8L 自动GL-首付低 利率低 提车快,2015年,7.73万公里,1.8升,自动,放心购_会员1年_好评率85.0%,8.54
宝骏, 730 2014款 1.5L 手动舒适ESP版 7座-首付低 利率低 提车快,2015年,5.37万公里,1.5升,手动,放心购_会员1年,5.32
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
本田, XRV 2015款 1.5L LXi CVT经典版-精品车况 好车不等人,2015年,6.7万公里,1.5升,自动,放心购_会员1年,6.88
大众, 朗行 2015款 230TSI DSG舒适版-首付低 利率低 提车快,2016年,5.07万公里,1.4升,手动,放心购_会员1年,9.8
别克, 君威 2012款 2.0T GS超级运动版-车况精品无事故,2012年,4.8万公里,2.0升,自动,放心购_高配_会员1年,7.26
大众, 迈腾 2011款 2.0TSI DSG舒适型-上海精品二手车包过户,2012年,6.8万公里,2.0升,自动,放心购_高配_会员1年,8.98
别克, 君越 2010款 2.4L豪华版-精品私家一手车,2010年,9万公里,2.4升,自动,放心购_会员1年_可分期付,5.28
马自达, 睿翼轿跑 2010款 2.0 手自一体 豪华版-首付低 利率低 提车快,2011年,8.67万公里,2.0升,自动,放心购_低配,7.43
奔腾, B50 2016款 B50 1.4T 自动 运动豪华型-首付低 利率低 提车快,2018年,3.91万公里,1.4升,自动,放心购_会员1年,7.05
日产, 骐达 2011款 1.6L 手动智能型-首付低 利率低 提车快,2011年,8.92万公里,1.6升,手动,放心购_会员1年,4.8
大众, 途观 2010款 1.8TSI 自动四驱风尚版,2011年,11万公里,1.8升,自动,放心购_会员1年,8.28
哈弗, H6 2012款 1.5T 手动两驱精英型-首付低 利率低 提车快,2013年,8.12万公里,1.5升,手动,放心购_会员1年,4.95
丰田, 卡罗拉 2017款 改款 1.6L CVT GL-首付低 利率低 提车快,2018年,0.81万公里,1.6升,自动,放心购_会员1年,10.86
别克, 君威 2004款 2.5L 标准型,2004年,12万公里,2.5升,自动,放心购_会员3年,0.8
别克," GL8 2011款 3.0L XT豪华商务旗舰版-华锋批车,大量批发别克商务系列",2014年,6万公里,3.0升,自动,放心购_高配_会员1年,15
福特, 锐界（进口） 2012款 2.0T 精锐天窗版-首付低 利率低 提车快,2014年,5.65万公里,2.0升,自动,放心购_会员1年,15.84
大众, 途观 2013款 1.8TSI 自动四驱豪华型-首付低 利率低 提车快,2014年,6.56万公里,1.8升,自动,放心购_会员1年,15.2
别克, GL8 2006款 陆尊 3.0L CT 舒适版-单身美女一手车,2007年,14万公里,3.0升,自动,放心购_会员2年,3.8
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
大众, 朗逸 2013款 1.4TSI DSG舒适版-首付低 利率低 提车快,2013年,5.41万公里,1.4升,自动,放心购_会员1年,7.07
江淮, 瑞风 2010款 2.0 手动 68座-手续齐全 外牌可进市区,2010年,8.7万公里,2.0升,手动,放心购_会员1年,2
荣威, ei6 2017款 45T 混动互联智尊版-原版车况 带锤子看车,2017年,5万公里,1.0升,自动,放心购_会员1年,12.3
本田, 杰德 2013款 1.8L CVT豪华版 6座-首付低 利率低 提车快,2014年,4.52万公里,1.8升,自动,放心购_高配,11.35
江淮, 瑞风 2010款 2.0T 手动 7座-精品商务车,2010年,9万公里,2.0升,手动,放心购_高配_会员1年,2.28
奥迪, A6L 2008款 2.4L 舒适型-私家老板一手车,2008年,11万公里,2.4升,自动,放心购_会员1年_可分期付,6
丰田, 卡罗拉 2011款 1.6L 手动GL-首付低 利率低 提车快,2011年,8.15万公里,1.6升,手动,放心购_低配,5.98
比亚迪, 秦 2018款 1.5T 智联精英型-本人车主 价格可议 支持按揭,2018年,1.4万公里,1.5升,自动,放心购_会员1年_可分期付,10.3
长安, 逸动EADO 2015款 1.6L 自动豪华型-首付低 利率低 提车快,2015年,9.65万公里,1.6升,自动,放心购_会员1年,5.43
大众, 高尔夫 2014款 1.4TSI 自动舒适型-首付低 利率低 提车快,2014年,5.8万公里,1.4升,自动,放心购_会员1年,9.36
起亚, K3 2015款 1.6L 自动GLS-首付低 利率低 提车快,2016年,4.58万公里,1.6升,自动,放心购_会员1年,7.6
丰田, 卡罗拉 2014款 1.6L CVT GL,2014年,11万公里,1.6升,自动,放心购_会员1年,5.28
日产, 逍客 2016款 1.2T CVT时尚版-首付低 利率低 提车快,2017年,3.67万公里,1.2升,手动,放心购_低配,11.71
依维柯, 2013款 2.8TA32 快运版-上海最大二手全顺依维柯,2013年,7.88万公里,2.8升,手动,放心购_低配_会员1年,5.3
丰田, 凯美瑞 2015款 2.0G 领先版-首付低 利率低 提车快,2016年,5.23万公里,2.0升,自动,放心购_会员1年,14.31
大众, POLO 2018款 1.5L 自动安享型-首付低 利率低 提车快,2018年,0.54万公里,1.5升,自动,放心购_会员1年_好评率85.0%,8.15
风行, 菱智 2009款 Q7 2.0 手动 7座-精品商务车,2009年,8万公里,2.0升,手动,放心购_低配_会员1年,1.58
五菱, 宏光 2013款 1.5 手动 标准型,2013年,9万公里,1.5升,手动,放心购_会员2年,2.3
本田, 雅阁 2005款 2.0L 舒适版-车况原版 手续齐全 价格面议,2005年,9万公里,2.0升,自动,放心购_会员1年_可分期付,2.58
大众, 速腾 2015款 230TSI 自动舒适型-首付低 利率低 提车快,2016年,7.68万公里,1.4升,自动,放心购_会员1年,10.73
福特, 福睿斯 2017款 幸福版 1.5L 自动时尚型-首付低 利率低 提车快,2017年,2.43万公里,1.5升,自动,放心购_高配_会员1年,8.0
现代, 名图 2014款 1.8L 自动智能型GLS-首付低 利率低 提车快,2014年,10.42万公里,1.8升,自动,放心购_会员1年,8.94
起亚, K3 2013款 1.6L 自动GL,2012年,6.8万公里,1.6升,自动,会员2年,3.08
别克, GL8 2007款 2.5L GT 精英版-专业批发老别克商务,2009年,12万公里,2.5升,自动,放心购_会员1年,3.98
别克, 君越 2006款 2.4 舒适型,2006年,12万公里,2.4升,自动,放心购_会员3年,1.5
本田, CRV 2007款 2.4L 自动四驱豪华版-首付低 利率低 提车快,2010年,9.03万公里,2.4升,自动,放心购_会员1年_好评率85.0%,9.23
大众, 迈腾 2012款 改款 1.8TSI 豪华型-首付低 利率低 提车快,2012年,9.29万公里,1.8升,自动,放心购_会员1年,10.68
本田, 思域 2016款 220TURBO 自动豪华版-首付低 利率低 提车快,2017年,2.36万公里,1.5升,自动,放心购_会员1年,13.36
保时捷, 卡宴 2007款 Cayenne Turbo 4.8T-御尊首选 精品车况,2007年,14万公里,4.8升,自动,放心购_高配_会员4年,20.8
荣威, 750 2007款 2.5L 贵雅版AT-店内300台二手车手续齐全正规,2007年,12万公里,2.5升,自动,放心购_会员2年,1.96
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
雪佛兰, 创酷 2016款 1.4T 自动两驱舒适天窗版-首付低 利率低 提车快,2016年,2.91万公里,1.4升,自动,放心购_高配,7.73
江铃, 经典全顺 2009款 2.8T 手动 柴油多功能型长轴中顶JX493ZLQ3-经典全顺17座 国三排放,2009年,13万公里,2.8升,手动,放心购_会员1年,3.2
大众, 速腾 2015款 230TSI 自动舒适型-首付低 利率低 提车快,2015年,4.75万公里,1.4升,自动,放心购_会员1年,10.27
依维柯, 2012款 Daily 2.5T A32基本型-低价出精品依维柯褒迪可分期,2016年,4.3万公里,2.5升,手动,放心购_高配_会员1年,8.87
福特, 蒙迪欧 2013款 1.5L GTDi180时尚型-首付低 利率低 提车快,2014年,8.73万公里,1.5升,自动,放心购_会员1年,9.96
现代, 索纳塔 2015款 1.6T GX舒适型-首付低 利率低 提车快,2016年,1.82万公里,1.6升,自动,放心购_会员1年,12.04
奥迪, A4L 2009款 2.0 TFSI 标准型,2008年,15万公里,2.0升,自动,放心购_低配_会员1年,5.08
斯柯达, 昊锐 2012款 2.0TSI 自动尊雅版-上海精品私家车,2012年,6万公里,2.0升,自动,放心购_高配_会员1年,7.6
吉利, 博越 2016款 1.8TD 自动智尚型-首付低 利率低 提车快,2018年,1.35万公里,1.8升,自动,放心购_会员1年,9.82
大众, 高尔夫 2015款 1.4TSI 自动豪华型-首付低 利率低 提车快,2015年,6.92万公里,1.4升,自动,放心购_会员1年,10.88
北汽制造, 北京BJ40 2016款 40L 2.0T 手动 四驱尊贵版-首付低 利率低 提车快,2017年,5.46万公里,2.0升,手动,放心购_会员1年,10.37
丰田, 凯美瑞 2007款 240V 至尊版-手续正规齐全,2007年,13万公里,2.4升,自动,放心购_会员1年,4.88
荣威, ei6 2017款 45T 混动互联智享版-本人车主可外迁全国店铺更多车源,2017年,5万公里,1.0升,自动,放心购_低配_会员2年,10.5
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
别克," 昂科拉 2015款 1.4T 自动两驱都市精英型-私家一手车,车况精品",2016年,2.4万公里,1.4升,自动,放心购_会员1年_可分期付,8
奥迪, Q3 2016款 35 TFSI 风尚型-上海精品私家车,2016年,2.6万公里,2.0升,自动,放心购_会员1年,18.6
江铃," 经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3-车况精品,支持分期现场试驾",2011年,8.5万公里,2.8升,手动,放心购_会员1年,3.3
丰田, 卡罗拉 2014款 1.6L CVT GL,2014年,11万公里,1.6升,自动,放心购_会员1年,5.28
别克, 君威 2009款 2.0L 精英版-包提档过户 可分期 支持检测,2010年,4.5万公里,2.0升,自动,放心购_会员1年_可分期付,3.8
本田, 奥德赛 2005款 2.4L 舒适型,2005年,15万公里,2.4升,自动,放心购_低配_会员1年,3.26
大众, 夏朗 2013款 1.8TSI 标配型-首付低 利率低 提车快,2015年,5.38万公里,1.8升,自动,放心购_低配,15.39
现代, 酷派 2006款 2.0L AT-车况精品无事故无泡水送一年质保,2007年,6.8万公里,2.0升,自动,放心购_低配_会员1年,2.8
别克, 君威 2015款 2.0L 领先时尚型-首付低 利率低 提车快,2015年,7.16万公里,2.0升,自动,放心购_低配,9.31
五菱, 宏光 2013款 1.5 手动 S舒适型-首付低 利率低 提车快,2014年,5.78万公里,1.5升,手动,放心购_会员1年,4.36
丰田, 凯美瑞 2013款 2.5G 舒适版-首付低 利率低 提车快,2015年,6.93万公里,2.5升,自动,放心购_高配,14.4
本田, 奥德赛 2009款 2.4L 豪华版-首付低 利率低 提车快,2011年,9.04万公里,2.4升,自动,放心购_会员1年,12.18
大众, POLO 2005款 两厢 1.6L 手动珍藏版,2007年,8万公里,1.6升,手动,放心购_低配_会员1年,2.73
福特, 福睿斯 2017款 改款 1.5L 自动舒适型-首付低 利率低 提车快,2017年,2.41万公里,1.5升,自动,放心购_会员1年,7.32
别克, GL8 2005款 3.0L CT0 标准版-专业批发,2007年,16万公里,3.0升,自动,放心购_会员1年,2.58
大通, MAXUS V80 2012款 2.5T 手动 短轴中顶商杰版-浙牌精品大通 真车实价可小优惠,2012年,8万公里,2.5升,手动,放心购_会员3年_可分期付,6.2
奔驰, C级(进口) 2010款 C 200 CGI旅行版-首付低 利率低 提车快,2011年,10.9万公里,1.8升,自动,放心购_会员1年,13.83
别克, 英朗XT 2010款 XT 1.6L 自动时尚版-上海精品二手车包过户,2011年,7万公里,1.6升,自动,放心购_会员1年_可分期付,3.6
江淮, 瑞风 2011款 2.0 手动 标准版,2011年,7万公里,2.0升,手动,放心购_会员1年,2.48
本田, 飞度 2014款 1.5L LX CVT舒适型-首付低 利率低 提车快,2014年,7.11万公里,1.5升,自动,放心购_会员1年,6.29
别克, GL8 2014款 3.0L GT豪华商务豪雅版-私家一手车,2014年,6.7万公里,3.0升,自动,放心购_会员4年,16.8
大众, 高尔夫 2015款 1.6L 自动舒适型-首付低 利率低 提车快,2015年,4.98万公里,1.6升,自动,放心购_会员1年,9.41
路虎, 揽胜 2015款 5.0 V8 SC AB 尊崇创世加长版-路虎中的大哥,2015年,8万公里,5.0升,自动,放心购_会员3年,123.8
宝马, X1 2013款 sDrive18i 时尚型-首付低 利率低 提车快,2013年,11.86万公里,2.0升,自动,放心购_会员1年,12.2
大众, 帕萨特领驭 2006款 1.8T 自动 舒适型VIP,2006年,12万公里,1.8升,自动,放心购_会员2年_可分期付,2.1
